corrupt;yozlaşmış
ultravires;ultravires
ululate;feryat etmek
ululation;uluma
umbel;umbel
umbellate;şemsiye biçiminde
umbellifer;şemsiye şeklinde bitki
umbelliferous;şemsiye biçiminde çiçekleri olan
umber;koyu kahverengi
umbilical cord;göbek bağı
umbilical;göbek
umbilicate;umbilicate
umbilicus;göbek
umbiliform;umbiliform
umbo;umbo
umbra;tam gölge
umbrage;gücenme
umbrageous;şüpheli
umbrella antenna;şemsiye anten
umbrella stand;şemsiyelik
umbrella;şemsiye
umbriferous;umbriferous
umlaut;üzerine çift nokta koymak
umpire;hakem
umpteen;sayısız
un-;#AD?
unabashed;arsız
unabated;hafiflememiş
unabating;arasız
unabbreviated;kısaltılmamış
unable;aciz
unabridged;kısaltılmamış
unaccented;vurgusuz
unacceptable;kabul edilemez
unaccompanied;yalnız
unaccountable;sorumsuz
unaccustomed;alışılmamış
unachievable;ulaşılamaz
unacknowledged;onaylanmamış
unadulterated;katkısız
unadvised;patavatsız
unaffected;etkilenmemiş
unaided;yardımsız
unalloyed;saf
unalterable;değiştirilemez
unambiguous;kesin
unanimity;oybirliği
unanimous;oybirliği
unanimously;oybirliğiyle
unanswerable;cevaplanamaz
unappealable;temyiz edilemez
unapproachable;yaklaşılamaz
unappropriated;tahsis edilmemiş
unapproved;onaylanmamış
unapt;anlayışı kıt
unarm;silâhsızlandırmak
unarmed;silâhsız
unary;birli
unasked;sorulmamış
unassailable;saldırılamaz
unassuming;mütevazi
unattached;bekâr
unattainable;ulaşılamaz
unattended;sahipsiz
unattractive;çirkin
unaudible;unaudible
unauthorized person;yetkili olmayan kimse
unauthorized;yetkisiz
unavailable;kullanım dışı
unavailing;faydasız
unavoidable;kaçınılmaz
unaware;habersiz
unawares;habersizce
unbacked;üzerine oynanmamış
unbaked;pişmemiş
unbalance;dengesizlik
unbalanced;dengesiz
unbar;sürgüsünü açmak
unbearable;dayanılmaz
unbeaten;dövülmemiş
unbecoming;yakışmayan
unbefriended;dostsuz
unbelief;imansızlık
unbelievable;Inanılmaz
unbeliever;inançsız
unbelt;kemerini çıkarmak
unbend;doğrultmak
unbending;eğilmez
unbiased;tarafsız
unbidden;davetsiz
unbind;salmak
unbleached;ağartılmamış
unblemished;lekesiz
unblessed;melun
unblushing;utanmaz
unbolt;sürgüsünü açmak
unborn;doğmamış
unbosom;dökmek
unbound;bağsız
unbounded;sınırsız
unbowed;eğilmemiş
unbreakable;kırılmaz
unbridled;dizginsiz
unbroken;kırılmamış
unbuckle;çözmek
unbuild;yıkmak
unbuilt;inşa edilmemiş
unburden;rahatlatmak
unburnt brick;yanmamış tuğla
unburnt;yanmamış
unbutton;düğmelerini açmak
uncalled;davetsiz
uncalled-for;gereksiz
uncanny;esrarengiz
uncap;kapağını açmak
uncared-for;bakımsız
unceasing;durmayan
unceremonious;laubali
uncertain;belirsiz
uncertainty;belirsizlik
uncertified;doğrulanmamış
unchain;zincirini çözmek
unchangeable;değiştirilemez
unchanged;değişmemiş
uncharged;doldurulmamış
uncharitable;merhametsiz
uncharted;keşfedilmemiş
unchecked;kontrolsüz
uncinal;uncinal
uncinate;unsinat
uncircumcised;sünnetsiz
uncivil;nezaketsiz
uncivilized;medeniyetsiz
unclad;çıplak
unclaimed;sahipsiz
unclassified;sınıflandırılmamış
uncle;amca dayı
unclean;kirli
uncloak;açığa vurmak
unclose;açıklamak
unclothe;soymak
unclothed;çıplak
unco;aşırı derecede
uncoil;çözülmek
uncoiler;kangal açıcı
uncollected;tahsil edilmemiş
uncoloured;renksiz
uncombined;birleşmemiş
uncomfortable;rahatsız
uncommitted;kararsız
uncommon;nadir
uncommonly;nadiren
uncommunicative;ketum
uncomplaining;sabırlı
uncompleted;tamamlanmamış
uncompromising;uzlaşmaz
unconcern;kayıtsızlık
unconcerned;ilgisiz
unconditional surrender;koşulsuz teslim
unconditional;koşulsuz
unconditionally;kayıtsız şartsız
unconditioned;koşulsuz
unconfirmed;doğrulanmamış
unconformity;uyumsuzluk
unconquerable;yenilmez
unconscionable;ölçüsüz
unconscious;bilinçsiz
unconstitutional;anayasaya aykırı
unconstrained;serbest
uncontrollable;kontrol edilemez
uncontrolled;kontrolsüz
unconventional;alışılmadık
unconverted;paraya çevrilmemiş
uncork;tıpasını çıkarmak
uncountable nouns;sayılamayan isimler
uncountable;sayılamaz
uncouple;birbirinden ayırmak
uncouth;kaba
uncover;ortaya çıkarmak
uncovered acceptance;ortaya kabul
uncovered;açık
uncritical;eleştirmeyen
uncrossed check;açık çek
uncrossed;çizgisiz
uncrown;tahtından etmek
uncrowned;taçsız
unction;yağ sürme
unctuous clay;yağlı Toprak
unctuous;kaypak
uncultivated;ekilmemiş
uncut;kesilmemiş
undamaged;zarar görmemiş
undamped wave;sönümsüz dalga
undamped;sönümsüz
undated;tarihsiz
undaunted;yılmaz
undeceive;gözünü açmak
undeceived;aldanmamış
undecided;kararsız
undecked;güvertesiz
undeclared;bildirilmemiş
undefended;savunmasız
undefined;Tanımsız
undemonstrative;duygularını gizleyen
undeniable;su götürmez
under a ban;yasak
under a cloud;şüphe altında
under age;yaşın altındaki
under arms;silah altında
under control;kontrol altında
under cover of;perdesi altında
under false pretences;yalan beyanla
under no circumstances;hiçbir koşulda
under oath;yeminli
under observation;gözlem altında
under one's breath;Kişinin nefes altında
under one's hat;Kişinin şapka altında
under one's very eyes;Kişinin gözleri altında
under par;par altında
under police supervision;Polis gözetiminde
under pressure;baskı altında
under protest;protesto altında
under repair;tamir aşamasında
under sb's nose;sb burnunun dibinde
under sb's thumb;sb boyunduruğu altında
under sb's very nose;sb en burnunun dibinde
under surveillance;gözetim altında
under the care of;gözetimi altında
under the chairmanship of;başkanlığında
under the counter;el altından
under the pretext of;bahanesi ile
under the same roof;Aynı çatı altında
under the wire;tel altında
under weight;ağırlığı altında
under;altında
underage;reşit olmayan
underarm case;koltukaltı vaka
underarm;koltuk altı
underbelly;Bel altı
underbred;cins olmayan
underbrush;ağaç altındaki çalılık
undercarriage;şasi
undercharge;değerinden az fiyat
underclothes;iç çamaşırları
undercoat;astar
undercool;undercool
undercover;gizli
undercurrent;dip akıntısı
undercut;kesme vuruşu
underdeveloped countries;gelişmemiş ülkeler
underdeveloped country;az gelişmiş ülke
underdeveloped nation;az gelişmiş ulus
underdeveloped;geri kalmış
underdevelopment;geliştiriliyor
underdog;mazlum
underdone;az pişmiş
underdrain;Alt drenaj
underemployed;işsizler
underestimate;Azımsamak
underexpose;karanlık çıkarmak
underexposure;karanlık çıkarma
underfed;az beslenmiş
underfeeding;yetersiz beslenme
underflow;Yetersizlik
underfoot;ayak altında
underfootage;underfootage
underframe;underframe
undergarment;iç çamaşırı
undergird;undergird
underglaze;Sıraltı
undergo;uğramak
undergrad;üniversite öğrencisi
undergraduate;lisans
underground cable;yeraltı kablo
underground car park;yeraltı otoparkı
underground mining;Yeraltı madenciliği
underground parking;yeraltı otoparkı
underground survey;yeraltı incelemesi
underground tank;yeraltı tankı
underground water;yeraltı suyu
underground;yeraltı
undergrowth;ağaç altındaki çalılık
underhand;sinsi
underhanded;gizli
underlay;alttan desteklemek
underlie;altında yatan
underline;altını çizmek
underling;ast
underlying;altında yatan
undermanager;undermanager
undermanned;eksik adamlı
undermentioned;aşağıda belirtilen
undermine;baltalamak
undermining;zayıflatmaktadır
undermost;en alttaki
underneath;altında
undernourish;yetersiz beslemek
undernourishment;yetersiz beslenme
underpants;külot
underpass;alt geçit
underpay;az para vermek
underpin;desteklemek
underprivileged;temel sosyal haklardan mahrum
underproduction;düşük üretim
underrate;küçümsemek
underscore;vurgulamak
undersea mining;denizaltı madenciliği
undersea;denizaltı
undersecretary;müsteşar
undersell;fiyat kırmak
underset;underset
undershirt;fanila
undershoot;undershoot
underside;alt taraf
undersigned;aşağıda imzası olan
undersize;elek altı
undersized;cılız
underskirt;etek ALTI
underslung;alçaltılmış
understaffed;understaffed
understand;anlama
understanding;anlayış
understate;küçük söylemek
understatement;hafife
understood;anladım
understudy;yardımcı oyuncu
undertake;üstlenmek
undertaker;cenazeci
undertaking;taahhüt
undertenant;kiracının kiracısı
undertone;alçak ses
undervaluation;eksik fiyat
undervalue;küçümsemek
underwater antenna;sualtı anten
underwater camera;sualtı kamera
underwater;sualtı
underwear;iç çamaşırı
underweight;normalden hafif
underwood;ağaç altında büyüyen çalılar
underworld;yeraltı dünyası
underwrite;imzalamak
underwriter;sigortacı
undeserved;haksız
undesirable;istenmeyen
undetermined;belirsiz
undeterred;önlenemez
undeveloped;gelişmemiş
undeviating;sapmaz
undigested;sindirilmemiş
undiluted;saf
undiplomatic;diplomatik olmayan
undischarged;boşaltılmamış
undisciplined;disiplinsiz
undisclosed;gizli
undisguised;yapmacıksız
undismayed;yılmayan
undisputed;tartışmasız
undistinguished;farksız
undistributed;dağıtılmamış
undisturbed;rahat
undivided;bölünmemiş
undo;geri alma
undock;çıkartıp
undoing;felâket
undone;yapılmamış
undoubted;şüphesiz
undoubtedly;şüphesiz
undreamed-of;tasavvur edilemez
undress;soyunmak
undressed;çıplak
undue;yersiz
undulate;dalgalandırmak
undulation;dalgalanma
undulatory;dalgalı
undulatus;undulatus
unduly;haksız yere
undyed;boyanmamış
undying;ölümsüz
unearned income;kira geliri
unearned;kazanılmamış
unearth;ortaya çıkarmak
unearthly;doğaüstü
uneasy;huzursuz
uneconomic;ekonomik olmayan
uneducated;cahil
unemployable;işsiz
unemployed capital;atıl sermaye
unemployed;işsiz
unemployment benefit;işsizlik parası
unemployment insurance;işsizlik sigortası
unemployment rate;işsizlik oranı
unemployment;işsizlik
unencumbered;ipoteksiz
unending;bitmeyen
unendurable;dayanılmaz
unenlightened;cahil
unenviable;kıskanılmaya değmez
unequal;eşitsiz
unequalled;eşsiz
unequivocal;açık
unerring;şaşmaz
unessential;önemsiz şey
uneven;dengesiz
unevenness;eşitsizlik
uneventful;olaysız
unexampled;eşsiz
unexceptionable;sakıncasız
unexpected;beklenmedik
unexpired;süresi dolmamış
unexplored;keşfedilmemiş
unfading;solmaz
unfailing;yanılmaz
unfair competition;haksız rekabet
unfair;haksız
unfairable balance of trade;ticaret unfairable dengesi
unfairable;unfairable
unfaithful;vefasız
unfamiliar;yabancı
unfashionable;demode
unfasten;çözülmek
unfathered;unfathered
unfathomable;dipsiz
unfavourable;elverişsiz
unfeasible;olanaksız
unfed;beslenmemiş
unfeeling;duygusuz
unfeigned;içten
unfilled orders;doldurulmamış siparişler
unfilled;doldurulmamış
unfinished business;Bitmemiş iş
unfinished;bitmemiş
unfit for use;kullanım için elverişsiz
unfit;elverişsiz
unfitting;unfitting
unfix;sökmek
unflagging;yorulmaz
unflappable;soğukkanlı
unfledged;tüyü bitmemiş
unflinching;korkusuz
unfold;açılmak
unforeseen;beklenmedik
unforgettable;unutulmaz
unforgivable;affedilmez
unforgiven;affedilmemiş
unformed;şekillenmemiş
unfortunate;şanssız
unfortunately;ne yazık ki
unfounded;asılsız
unfriendliness;unfriendliness
unfriendly;düşmanca
unfruitful;kısır
unfulfilled;yerine getirilmemiş
unfunded debt;unfunded borç
unfunded;değişen
unfurl;göz önüne sermek
unfurnished;mobilyasız
ungainly;biçimsiz
ungovernable;kontrol edilemez
ungracious;sevimsiz
ungrammatical;kuralsız
ungrateful;nankör
ungrounded;asılsız
ungual;toynaksı
unguarded;korumasız
unguis;unguis
ungulate;toynaklı
unhandy;kullanışsız
unhappily;maalesef
unhappy;mutsuz
unhealthy;sağlıksız
unheard;duyulmamış
unheard-of;Duyulmamış
unheeded;önemsenmeyen
unhinge;sinir bozmak
unhitch;çözmek
unholy;dine aykırı
unhook;kancasını çıkarmak
unhorse;atını almak
unhurried;telaşsız
unhurt;sağ salim
uni-;tek
uniaxial;tek eksenli
unicellular;tek hücreli
unicolour;tek renkli
unicorn;tek boynuzlu at
unidead;unidead
unidentified murder;tanımlanamayan cinayet
unidentified;tanımlanamayan
unidirectional antenna;tek yönlü anten
unidirectional microphone;tek yönlü mikrofon
unidirectional;tek yönlü
unification;birleşme
unified bond;birleşik bağ
unified debt;birleşik borç
unified;birleşik
uniform acceleration;homojen hızlanma
uniform;üniforma
uniformed;üniformalı
uniformity;tekdüzelik
unify;birleştirmek
unilateral contract;tek taraflı sözleşme
unilateral;tek taraflı
unimolecular;unimolecular
unimpaired;zarar görmemiş
unimpeachable;suçlanamaz
unimportant;önemsiz
unimproved;gelişmemiş
uninformed;bilgisiz
uninhabitable;yaşanmaz
uninhabited;ıssız
uninhibited;sınır tanımayan
uninsured;sigortasız
unintelligent;akılsız
unintelligible;anlaşılmaz
unintentional;kasıtsız
uninterested;ilgisiz
uninteresting;ilginç olmayan
uninterrupted;kesintisiz
union agreement;sendika anlaşması
union dues;sendika aidat
Union Jack;İngiliz bayrağı
union of goods;Malların birliği
union silk;sendika ipek
union wool;sendika yün
union;Birlik
unionist;birlikçi
unionization;sendikalaşma
unionize;birlik olmak
uniparous;tek doğuran
unipartite;unipartite
unipolar;tek kutuplu
unique;benzersiz
unisex;üniseks
unison;ahenk
unisonous;aynı perdeden
unit area;birim alan
unit cost;birim maliyet
unit length;Birim uzunluğu
unit of measurement;ölçü birimi
unit record;birim rekor
unit volume;birim hacmi
unit wages;birim ücretler
unit weight;ağırlık birimi
unit;birim
unitary;birimsel
unite;birleştirmek
United Kingdom;Birleşik Krallık
United Nations;Birleşmiş Milletler
United States of America;Amerika Birleşik Devletleri
United States;Amerika Birleşik Devletleri
united;birleşmiş
uniterm;UNITERM
unity;birlik
univalent;kimyasal bağ yapabilen
univalve;univalve
universal gravitation law;evrensel çekim kanunu
universal gravitation;evrensel çekim
universal indicator;Evrensel gösterge
universal joint;evrensel ortak
universal language;evrensel dil
universal recipient;evrensel alıcı
universal set;Evrensel set
universal time;evrensel zaman
universal;evrensel
universality;genellik
universe;Evren
university;Üniversite
univocal;tek anlamlı
unjust;haksız
unkempt;dağınık
unkind;kırıcı
unkindness;şefkatsizlik
unknown;Bilinmeyen
unlace;bağını çözmek
unlade;boşaltmak
unladen weight;yüksüz ağırlığı
unladen;yüksüz
unlatch;mandalını açmak
unlawful building;kaçak yapı
unlawful;kanunsuz
unlearned;bilgisiz
unleash;salmak
unleavened;mayasız
unless;olmadıkça
unlicensed;lisanssız
unlike;aksine
unlikely;olası olmayan
unlimber;unlimber
unlimited company;kollektif şirket
unlimited order;sınırsız düzen
unlimited;sınırsız
unlisted number;listelenmemiş sayı
unlisted;liste dışı
unload;boşaltmak
unloaded;yüksüz
unloading;boşaltma
unlock;Kilidini aç
unlooked-for;hesapta olmayan
unloose;gevşetmek
unloosen;gevşetiniz
unlovely;sevimsiz
unluckily;ne yazık ki
unluckiness;unluckiness
unlucky star;uğursuz yıldız
unlucky;şanssız
unmade;yapılmamış
unmake;bozmak
unman;sinirini bozmak
unmanageable;yönetilemez
unmanned aerial vehicle;insansız hava aracı
unmanned;insansız
unmannerliness;görgüsüzlük
unmannerly;görgüsüz
unmarked;işaretsiz
unmarried;evlenmemiş
unmask;foyasını çıkarmak
unmeaning;ifadesiz
unmeant;kasıtsız
unmeasurable;ölçülemez
unmeasured;ölçüsüz
unmentionable;ağza alınmaz
unmerciful;merhametsiz
unmindful of;habersiz
unmindful;unutkan
unmistakable;açık
unmitigated;dinmeyen
unmixed;karışmamış
unmoor;fora etmek
unmoral;ahlaksız
unmotivated;motivesiz
unmounted;çerçevesiz
unmourned;yas tutulmamış
unmoved;duygusuz
unmuffle;unmuffle
unmuzzle;konuşma özgürlüğü vermek
unmyelinated;miyelinsiz
unnail;çivilerini sökmek
unnatural;doğal olmayan
unnecessary;gereksiz
unnerve;sinirlendirmek
unnumbered;numarasız
unobjectionable;sakıncasız
unobstrusive;unobstrusive
unobtainable;elde edilemez
unobtrusive;mütevazi
unoccupied;boş
unofficial market;Resmi olmayan piyasa
unofficial rate;resmi olmayan kur
unofficial strike;kanunsuz grev
unofficial;gayri resmi
unopened;açılmamış
unopposed;rakipsiz
unordered;sırasız
unorthodox;Ortodoks olmayan
unpack;açmak
unpacked;paketlenmemiş
unpaid bill;ödenmemiş fatura
unpaid capital;ödenmemiş sermaye
unpaid;ödenmemiş
unpalatable;tatsız
unparalleled;eşsiz
unpardonable;affedilmez
unpatriotic;vatansever olmayan
unperceived;anlaşılmamış
unpleasant;hoş olmayan
unpleasantness;tatsızlık
unpolished;cilasız
unpopular;popüler olmayan
unpopularity;unpopularity
unpractised;tecrübesiz
unprecedented;eşi görülmemiş
unprejudiced;önyargısız
unprepared;hazırlıksız
unpretentious;iddiasız
unprincipled;ahlaksız
unprintable;basılamaz
unprivileged;imtiyazsız
unproductive capital;ölü sermaye
unproductive coppice;verimsiz baltalık
